"Sex","Breed","Weight"
"Female","Domestic Long Hair",10.6034
"Male","Domestic Long Hair",11.0882
"Female","Domestic Short Hair",9.2307
"Female","Domestic Long Hair",10.4496
"Female","Domestic Short Hair",7.5601
"Male","Domestic Long Hair",10.7181
"Female","Domestic Long Hair",11.0549
"Male","Domestic Medium Hair",9.0018
"Female","Domestic Medium Hair",8.9395
"Female","Domestic Long Hair",9.5718
"Female","Domestic Medium Hair",7.5791
"Male","Domestic Long Hair",12.1962
"Male","Domestic Medium Hair",10.5476
"Male","Domestic Long Hair",11.872
"Male","Domestic Short Hair",7.6012
"Male","Domestic Short Hair",9.6106
"Male","Domestic Short Hair",10.9658
"Female","Domestic Short Hair",6.8056
"Male","Domestic Medium Hair",9.5342
"Female","Domestic Medium Hair",7.2953
"Male","Domestic Long Hair",10.2783
"Male","Domestic Medium Hair",9.5106
"Male","Domestic Long Hair",10.8308
"Female","Domestic Medium Hair",10.6675
"Female","Domestic Short Hair",9.791
"Female","Domestic Short Hair",8.282
"Female","Domestic Short Hair",7.2496
"Female","Domestic Medium Hair",8.7027
"Male","Domestic Long Hair",11.2298
"Female","Domestic Long Hair",10.2208
"Male","Domestic Long Hair",9.6788
"Female","Domestic Short Hair",7.63
"Female","Domestic Long Hair",11.2646
"Female","Domestic Medium Hair",11.7094
"Male","Domestic Long Hair",11.0047
"Male","Domestic Short Hair",9.6768
"Female","Domestic Medium Hair",8.3907
"Female","Domestic Long Hair",8.697
"Male","Domestic Medium Hair",11.1329
"Male","Domestic Short Hair",10.184
"Female","Domestic Short Hair",7.528
"Female","Domestic Long Hair",9.339
"Male","Domestic Long Hair",11.2403
"Male","Domestic Long Hair",9.8367
"Male","Domestic Short Hair",8.5594
"Male","Domestic Medium Hair",10.6934
"Female","Domestic Medium Hair",9.0716
"Male","Domestic Medium Hair",12.6489
"Male","Domestic Medium Hair",9.3358
"Male","Domestic Long Hair",11.7666
"Male","Domestic Short Hair",7.4275
"Female","Domestic Short Hair",8.8206
"Female","Domestic Long Hair",9.8738
"Female","Domestic Long Hair",10.6111
"Male","Domestic Medium Hair",10.1065
"Male","Domestic Short Hair",8.8828
"Male","Domestic Long Hair",10.9903
"Male","Domestic Short Hair",10.0787
"Female","Domestic Long Hair",8.1165
"Male","Domestic Short Hair",8.6627
"Female","Domestic Long Hair",9.8446
"Male","Domestic Short Hair",7.24
"Male","Domestic Long Hair",11.4562
"Female","Domestic Short Hair",8.9178
"Female","Domestic Long Hair",7.9734
"Female","Domestic Long Hair",9.326
"Female","Domestic Short Hair",8.8958
"Female","Domestic Short Hair",8.1605
"Female","Domestic Long Hair",10.3443
"Female","Domestic Short Hair",8.8417
"Male","Domestic Long Hair",9.3802
"Male","Domestic Medium Hair",11.468
"Female","Domestic Medium Hair",8.7753
"Female","Domestic Long Hair",10.8855
"Male","Domestic Short Hair",8.3463
"Female","Domestic Short Hair",7.2753
"Female","Domestic Medium Hair",11.6819
"Female","Domestic Short Hair",8.0434
"Male","Domestic Short Hair",9.1626
"Female","Domestic Long Hair",8.6749
"Male","Domestic Short Hair",8.7874
"Female","Domestic Medium Hair",9.9881
"Male","Domestic Short Hair",8.4107
"Male","Domestic Long Hair",10.5978
"Male","Domestic Medium Hair",11.1482
"Female","Domestic Long Hair",8.1093
"Male","Domestic Short Hair",10.1554
"Female","Domestic Short Hair",8.7454
"Female","Domestic Long Hair",10.0209
"Male","Domestic Medium Hair",11.4823
"Female","Domestic Medium Hair",9.0615
"Female","Domestic Long Hair",8.7679
"Male","Domestic Short Hair",8.3757
"Female","Domestic Long Hair",11.031
"Male","Domestic Long Hair",11.6676
"Female","Domestic Short Hair",8.5621
"Male","Domestic Short Hair",9.8262
"Male","Domestic Medium Hair",9.3103
"Female","Domestic Short Hair",8.0378
"Male","Domestic Long Hair",11.6947
"Male","Domestic Short Hair",9.4064
"Male","Domestic Short Hair",10.4388
"Female","Domestic Medium Hair",9.8447
"Male","Domestic Medium Hair",10.1508
"Female","Domestic Short Hair",8.4663
"Female","Domestic Medium Hair",8.1758
"Female","Domestic Short Hair",7.9216
"Male","Domestic Long Hair",9.1426
"Male","Domestic Medium Hair",10.5989
"Male","Domestic Short Hair",10.689
"Male","Domestic Long Hair",11.2885
"Female","Domestic Long Hair",11.0009
"Male","Domestic Short Hair",9.3078
"Female","Domestic Medium Hair",11.2769
"Male","Domestic Short Hair",9.6301
"Female","Domestic Short Hair",7.9858
"Female","Domestic Medium Hair",9.6718
"Male","Domestic Short Hair",8.6533
"Female","Domestic Medium Hair",11.0843
"Female","Domestic Long Hair",10.5614
"Male","Domestic Short Hair",8.9503
"Female","Domestic Long Hair",10.3993
"Female","Domestic Long Hair",10.6505
"Male","Domestic Short Hair",8.4544
"Male","Domestic Medium Hair",9.1059
"Male","Domestic Short Hair",10.1971
"Female","Domestic Medium Hair",10.0962
"Male","Domestic Long Hair",10.0836
"Male","Domestic Long Hair",11.0828
"Female","Domestic Long Hair",10.0662
"Female","Domestic Short Hair",7.1042
"Female","Domestic Short Hair",7.2325
"Male","Domestic Short Hair",9.9455
"Female","Domestic Short Hair",7.3153
"Male","Domestic Short Hair",9.3876
"Male","Domestic Medium Hair",10.3656
"Male","Domestic Medium Hair",9.8161
"Male","Domestic Short Hair",9.0649
"Female","Domestic Medium Hair",10.1147
"Male","Domestic Medium Hair",11.4375
"Male","Domestic Short Hair",8.9542
"Male","Domestic Short Hair",8.4461
"Male","Domestic Long Hair",10.6764
"Male","Domestic Long Hair",11.3882
"Female","Domestic Medium Hair",10.58
"Male","Domestic Short Hair",10.4191
"Female","Domestic Long Hair",9.0008
"Female","Domestic Short Hair",7.1097
"Male","Domestic Long Hair",10.3091
"Female","Domestic Long Hair",11.6789
"Female","Domestic Long Hair",9.9414
"Female","Domestic Short Hair",7.6173
"Male","Domestic Short Hair",9.6437
"Male","Domestic Medium Hair",10.5645
"Male","Domestic Long Hair",10.8172
"Female","Domestic Medium Hair",9.7479
"Male","Domestic Short Hair",8.8316
"Male","Domestic Long Hair",11.0433
"Female","Domestic Long Hair",11.3537
"Female","Domestic Short Hair",8.9625
"Female","Domestic Short Hair",7.1334
"Male","Domestic Long Hair",11.2526
"Female","Domestic Medium Hair",11.2043
"Female","Domestic Long Hair",8.7018
"Male","Domestic Long Hair",10.2454
"Female","Domestic Short Hair",8.8252
"Male","Domestic Long Hair",11.9405
"Female","Domestic Short Hair",9.3378
"Female","Domestic Short Hair",8.7308
"Male","Domestic Long Hair",11.1486
"Female","Domestic Medium Hair",12.0763
"Male","Domestic Short Hair",9.7289
"Male","Domestic Short Hair",9.9378
"Male","Domestic Short Hair",10.8931
"Male","Domestic Short Hair",8.6465
"Male","Domestic Short Hair",9.2655
"Male","Domestic Long Hair",11.8535
"Female","Domestic Short Hair",10.5379
"Male","Domestic Short Hair",11.3017
"Male","Domestic Long Hair",11.9543
"Female","Domestic Short Hair",8.2499
"Female","Domestic Long Hair",9.4149
"Male","Domestic Short Hair",8.1275
"Female","Domestic Medium Hair",8.5071
"Male","Domestic Long Hair",11.3121
"Female","Domestic Medium Hair",9.8448
"Female","Domestic Medium Hair",9.1178
"Female","Domestic Long Hair",8.7084
"Female","Domestic Long Hair",8.9474
"Female","Domestic Short Hair",6.8235
"Male","Domestic Medium Hair",11.479
"Male","Domestic Short Hair",9.5066
"Female","Domestic Short Hair",7.2332
"Male","Domestic Medium Hair",10.0379
"Female","Domestic Short Hair",9.0856
"Female","Domestic Long Hair",9.1265
"Female","Domestic Medium Hair",8.431
"Male","Domestic Short Hair",8.7662
"Male","Domestic Medium Hair",8.6519
"Female","Domestic Short Hair",8.2395
"Male","Domestic Long Hair",11.1879
"Female","Domestic Medium Hair",9.1559
"Male","Domestic Medium Hair",9.4442
"Male","Domestic Short Hair",8.3894
"Male","Domestic Long Hair",11.9339
"Male","Domestic Short Hair",10.3172
"Female","Domestic Long Hair",10.3714
"Female","Domestic Medium Hair",10.6191
"Female","Domestic Short Hair",7.2618
"Female","Domestic Medium Hair",10.3421
"Female","Domestic Short Hair",9.8498
"Male","Domestic Medium Hair",11.0978
"Male","Domestic Medium Hair",10.2075
"Female","Domestic Short Hair",7.8738
"Female","Domestic Long Hair",7.4742
"Male","Domestic Medium Hair",9.8612
"Male","Domestic Long Hair",10.2218
"Female","Domestic Long Hair",10.1107
"Male","Domestic Short Hair",8.1512
"Female","Domestic Medium Hair",10.9862
"Male","Domestic Short Hair",8.2611
"Male","Domestic Long Hair",10.7858
"Female","Domestic Long Hair",10.0263
"Male","Domestic Long Hair",9.9075
"Female","Domestic Medium Hair",8.3819
"Male","Domestic Medium Hair",9.4161
"Male","Domestic Long Hair",11.6019
"Female","Domestic Short Hair",9.693
"Female","Domestic Long Hair",11.1368
"Male","Domestic Medium Hair",9.0457
"Female","Domestic Long Hair",10.5691
"Male","Domestic Short Hair",10.2901
"Female","Domestic Short Hair",9.3326
"Female","Domestic Medium Hair",9.397
"Male","Domestic Medium Hair",8.1361
"Female","Domestic Long Hair",9.6712
"Male","Domestic Short Hair",8.4727
"Female","Domestic Medium Hair",8.6701
"Male","Domestic Long Hair",10.4127
"Male","Domestic Medium Hair",10.6028
"Male","Domestic Medium Hair",9.8278
"Male","Domestic Short Hair",6.201
"Male","Domestic Short Hair",8.5187
"Female","Domestic Medium Hair",8.7193
"Female","Domestic Short Hair",6.172
"Female","Domestic Short Hair",8.8045
"Female","Domestic Long Hair",8.9188
"Male","Domestic Medium Hair",12.139
"Female","Domestic Short Hair",7.9483
"Male","Domestic Long Hair",10.4008
"Male","Domestic Long Hair",10.3175
"Female","Domestic Medium Hair",10.9254
"Male","Domestic Long Hair",12.2958
"Female","Domestic Long Hair",10.6068
"Male","Domestic Short Hair",8.268
"Male","Domestic Long Hair",10.9231
"Female","Domestic Short Hair",8.9445
"Female","Domestic Short Hair",7.3673
"Male","Domestic Long Hair",10.755
"Female","Domestic Short Hair",8.334
"Male","Domestic Long Hair",11.1881
"Female","Domestic Medium Hair",8.7166
"Female","Domestic Long Hair",8.102
"Male","Domestic Short Hair",6.0792
"Female","Domestic Short Hair",8.0776
"Female","Domestic Medium Hair",9.7396
"Male","Domestic Medium Hair",9.2875
"Male","Domestic Short Hair",8.041
"Male","Domestic Long Hair",10.0703
"Male","Domestic Medium Hair",8.8976
"Male","Domestic Medium Hair",9.8529
"Male","Domestic Long Hair",10.7123
"Female","Domestic Long Hair",9.5259
"Male","Domestic Medium Hair",11.5041
"Male","Domestic Long Hair",12.4131
"Female","Domestic Medium Hair",11.923
"Male","Domestic Long Hair",9.3708
"Female","Domestic Long Hair",10.6913
"Female","Domestic Long Hair",10.9976
"Female","Domestic Short Hair",9.652
"Female","Domestic Short Hair",7.5252
"Female","Domestic Medium Hair",11.1932
"Male","Domestic Short Hair",8.432
"Female","Domestic Long Hair",10.1723
"Female","Domestic Long Hair",10.972
"Male","Domestic Long Hair",12.2129
"Female","Domestic Medium Hair",10.547
"Female","Domestic Short Hair",9.6356
"Female","Domestic Short Hair",8.5982
"Male","Domestic Long Hair",11.2407
"Female","Domestic Long Hair",11.5438
"Female","Domestic Medium Hair",9.5175
"Female","Domestic Short Hair",8.5804
"Male","Domestic Short Hair",11.4662
"Male","Domestic Short Hair",8.8975
"Male","Domestic Medium Hair",10.7324
"Female","Domestic Long Hair",9.4308
"Female","Domestic Long Hair",8.7552
"Male","Domestic Long Hair",9.9569
"Female","Domestic Short Hair",8.1599
"Male","Domestic Short Hair",8.9945
"Male","Domestic Medium Hair",9.5299
"Male","Domestic Short Hair",9.7651
"Female","Domestic Medium Hair",10.8756
"Female","Domestic Medium Hair",10.7645
"Female","Domestic Long Hair",9.7601
"Male","Domestic Medium Hair",10.2404
"Female","Domestic Long Hair",12.2723
"Male","Domestic Short Hair",8.3846
"Male","Domestic Long Hair",10.381
"Female","Domestic Long Hair",10.5063
"Male","Domestic Long Hair",10.7195
"Male","Domestic Medium Hair",11.5988
"Female","Domestic Long Hair",10.3989
"Male","Domestic Short Hair",9.6202
"Female","Domestic Short Hair",8.6655
"Male","Domestic Long Hair",10.5896
"Male","Domestic Short Hair",9.6109
"Female","Domestic Medium Hair",10.7053
"Male","Domestic Short Hair",9.3555
"Female","Domestic Medium Hair",10.0342
"Male","Domestic Medium Hair",8.9638
"Female","Domestic Medium Hair",9.9009
"Female","Domestic Medium Hair",9.4731
"Male","Domestic Long Hair",11.7332
"Female","Domestic Medium Hair",7.5279
"Male","Domestic Long Hair",9.3733
"Male","Domestic Medium Hair",10.099
"Male","Domestic Medium Hair",9.4916
"Female","Domestic Medium Hair",10.1663
"Male","Domestic Medium Hair",9.9669
"Male","Domestic Short Hair",10.2932
"Male","Domestic Long Hair",10.765
"Female","Domestic Medium Hair",8.6014
"Male","Domestic Long Hair",10.7862
"Female","Domestic Short Hair",8.9978
"Male","Domestic Long Hair",11.9343
"Female","Domestic Medium Hair",10.1836
"Male","Domestic Medium Hair",10.7108
"Male","Domestic Long Hair",11.3318
"Female","Domestic Long Hair",11.6453
"Female","Domestic Short Hair",10.3873
"Female","Domestic Medium Hair",8.1575
"Female","Domestic Short Hair",8.1169
"Male","Domestic Medium Hair",11.7898
"Female","Domestic Medium Hair",10.752
"Male","Domestic Short Hair",9.0949
"Male","Domestic Long Hair",12.3449
"Male","Domestic Long Hair",11.8601
"Female","Domestic Short Hair",9.1961
"Female","Domestic Short Hair",8.3781
"Female","Domestic Medium Hair",10.2248
"Male","Domestic Long Hair",13.3297
"Female","Domestic Long Hair",10.998
"Female","Domestic Long Hair",9.9818
"Male","Domestic Medium Hair",9.2083
"Female","Domestic Short Hair",8.4312
"Male","Domestic Long Hair",10.0238
"Female","Domestic Short Hair",9.907
"Female","Domestic Short Hair",8.0587
"Male","Domestic Medium Hair",11.4348
"Male","Domestic Short Hair",10.1417
"Female","Domestic Short Hair",10.2623
"Female","Domestic Long Hair",8.8928
"Female","Domestic Long Hair",9.5231
"Female","Domestic Short Hair",9.2632
"Female","Domestic Short Hair",6.5912
"Female","Domestic Long Hair",9.2075
"Female","Domestic Medium Hair",9.1596
"Female","Domestic Medium Hair",11.1565
"Female","Domestic Short Hair",8.1683
"Female","Domestic Medium Hair",11.9648
"Male","Domestic Medium Hair",10.1512
"Female","Domestic Short Hair",9.205
"Female","Domestic Long Hair",9.6834
"Female","Domestic Short Hair",7.1212
"Female","Domestic Long Hair",9.0594
"Female","Domestic Long Hair",9.209
"Male","Domestic Short Hair",9.7135
"Female","Domestic Short Hair",9.1706
"Male","Domestic Medium Hair",10.6407
"Female","Domestic Medium Hair",9.2057
"Male","Domestic Medium Hair",11.4914
"Male","Domestic Medium Hair",9.4829
"Male","Domestic Short Hair",9.3658
"Female","Domestic Short Hair",7.8186
"Female","Domestic Short Hair",9.1211
"Female","Domestic Long Hair",10.3696
"Male","Domestic Short Hair",9.3641
"Female","Domestic Medium Hair",10.6285
"Female","Domestic Short Hair",7.0491
"Male","Domestic Short Hair",9.9526
"Male","Domestic Medium Hair",8.6342
"Male","Domestic Short Hair",8.6468
"Female","Domestic Short Hair",7.6404
"Male","Domestic Medium Hair",9.2905
"Male","Domestic Long Hair",12.8513
"Female","Domestic Short Hair",7.5986
"Female","Domestic Medium Hair",11.3487
"Female","Domestic Medium Hair",8.8436
"Female","Domestic Long Hair",8.1712
"Female","Domestic Short Hair",8.2287
"Male","Domestic Medium Hair",9.6647
"Female","Domestic Long Hair",9.7974
"Female","Domestic Short Hair",8.5452
"Male","Domestic Long Hair",11.8182
"Male","Domestic Long Hair",10.4322
"Female","Domestic Medium Hair",11.2138
"Male","Domestic Medium Hair",9.5195
"Female","Domestic Short Hair",9.2001
"Female","Domestic Short Hair",8.2765
"Male","Domestic Medium Hair",11.5232
"Female","Domestic Short Hair",8.8974
"Male","Domestic Short Hair",9.4049
"Male","Domestic Long Hair",13.4482
"Male","Domestic Long Hair",9.7121
"Female","Domestic Short Hair",9.9737
"Male","Domestic Short Hair",9.7011
"Female","Domestic Short Hair",8.6563
"Female","Domestic Medium Hair",9.5003
"Female","Domestic Long Hair",8.4793
"Male","Domestic Short Hair",8.4702
"Male","Domestic Medium Hair",10.4404
"Male","Domestic Short Hair",9.7807
"Male","Domestic Short Hair",8.0762
"Female","Domestic Short Hair",8.0158
"Female","Domestic Long Hair",10.202
"Female","Domestic Medium Hair",9.2743
"Female","Domestic Long Hair",11.5547
"Female","Domestic Medium Hair",9.6149
"Male","Domestic Long Hair",10.4383
"Male","Domestic Long Hair",12.1248
"Male","Domestic Medium Hair",13.1489
"Female","Domestic Medium Hair",7.9039
"Female","Domestic Medium Hair",10.3987
"Female","Domestic Medium Hair",7.7187
"Female","Domestic Medium Hair",7.9633
"Male","Domestic Long Hair",10.587
"Female","Domestic Short Hair",9.2954
"Male","Domestic Short Hair",10.433
"Male","Domestic Medium Hair",11.291
"Male","Domestic Long Hair",10.8349
"Female","Domestic Long Hair",11.1156
"Male","Domestic Medium Hair",12.4115
"Female","Domestic Long Hair",11.1238
"Male","Domestic Long Hair",11.208
"Female","Domestic Long Hair",10.1167
"Male","Domestic Long Hair",11.6536
"Female","Domestic Short Hair",8.7101
"Female","Domestic Medium Hair",8.9729
"Female","Domestic Long Hair",10.923
"Male","Domestic Short Hair",9.8921
"Male","Domestic Medium Hair",9.8139
"Male","Domestic Long Hair",11.122
"Female","Domestic Medium Hair",7.9359
"Female","Domestic Short Hair",7.7783
"Female","Domestic Long Hair",11.4074
"Male","Domestic Short Hair",8.6463
"Female","Domestic Short Hair",8.1953
"Female","Domestic Short Hair",8.2874
"Male","Domestic Medium Hair",11.9623
"Male","Domestic Long Hair",10.4874
"Male","Domestic Short Hair",7.9518
"Female","Domestic Long Hair",10.3044
"Male","Domestic Long Hair",11.3331
"Female","Domestic Long Hair",9.548
"Male","Domestic Long Hair",12.3526
"Female","Domestic Medium Hair",7.9661
"Male","Domestic Short Hair",7.916
"Female","Domestic Short Hair",7.2157
"Female","Domestic Short Hair",9.2062
"Male","Domestic Long Hair",11.2353
"Male","Domestic Short Hair",10.8852
"Male","Domestic Short Hair",9.4827
"Female","Domestic Short Hair",9.1924
"Female","Domestic Medium Hair",8.3757
"Male","Domestic Long Hair",10.5941
"Female","Domestic Medium Hair",9.5074
"Female","Domestic Long Hair",11.1473
"Male","Domestic Long Hair",10.5437
"Male","Domestic Long Hair",9.9299
"Female","Domestic Medium Hair",9.2729
"Female","Domestic Medium Hair",7.7409
"Female","Domestic Short Hair",7.0186
"Male","Domestic Short Hair",9.5748
"Female","Domestic Medium Hair",8.008
"Male","Domestic Short Hair",7.6826
"Female","Domestic Medium Hair",7.8893
"Female","Domestic Long Hair",11.4612
"Female","Domestic Medium Hair",10.4924
"Female","Domestic Medium Hair",10.2673
"Female","Domestic Short Hair",8.7287
"Male","Domestic Short Hair",9.8635
"Female","Domestic Short Hair",8.3451
"Male","Domestic Medium Hair",9.4006
"Male","Domestic Short Hair",8.4171
"Female","Domestic Long Hair",10.1401
"Male","Domestic Medium Hair",10.3494
"Female","Domestic Long Hair",10.0696
"Male","Domestic Medium Hair",9.9721
"Female","Domestic Short Hair",7.8126
"Male","Domestic Medium Hair",10.5305
"Male","Domestic Short Hair",7.9789
"Male","Domestic Medium Hair",10.3892
"Male","Domestic Long Hair",10.2238
"Male","Domestic Medium Hair",10.6109
"Male","Domestic Short Hair",9.5833
"Male","Domestic Medium Hair",8.8558
"Female","Domestic Medium Hair",8.8517
"Female","Domestic Long Hair",8.5533
"Male","Domestic Medium Hair",11.7432
"Female","Domestic Long Hair",10.438
"Male","Domestic Long Hair",10.6712
"Male","Domestic Medium Hair",10.4719
"Male","Domestic Short Hair",8.0957
"Male","Domestic Medium Hair",11.4267
"Female","Domestic Short Hair",7.911
"Female","Domestic Medium Hair",9.439
"Male","Domestic Short Hair",8.5876
"Male","Domestic Medium Hair",11.0014
"Male","Domestic Short Hair",7.5547
"Male","Domestic Medium Hair",10.0826
"Male","Domestic Medium Hair",10.8742
"Male","Domestic Long Hair",10.7894
"Female","Domestic Long Hair",11.7765
"Female","Domestic Medium Hair",10.4838
"Male","Domestic Short Hair",9.0758
"Female","Domestic Long Hair",9.5513
"Male","Domestic Short Hair",9.3638
"Male","Domestic Short Hair",8.579
"Female","Domestic Short Hair",8.9022
"Female","Domestic Medium Hair",11.3044
"Female","Domestic Long Hair",9.1116
"Female","Domestic Long Hair",10.7064
"Male","Domestic Medium Hair",10.6797
"Female","Domestic Medium Hair",10.2754
"Male","Domestic Long Hair",11.9091
"Male","Domestic Short Hair",7.6227
"Female","Domestic Long Hair",10.3575
"Female","Domestic Medium Hair",8.8954
"Female","Domestic Medium Hair",10.8628
"Female","Domestic Short Hair",7.1063
"Female","Domestic Short Hair",7.7149
"Male","Domestic Long Hair",10.0937
"Female","Domestic Long Hair",9.2644
"Female","Domestic Long Hair",11.6677
"Female","Domestic Short Hair",8.6924
"Male","Domestic Long Hair",9.4842
"Male","Domestic Short Hair",10.994
"Male","Domestic Long Hair",9.6982
"Male","Domestic Short Hair",8.6571
"Male","Domestic Medium Hair",8.9453
"Female","Domestic Short Hair",7.0711
"Female","Domestic Short Hair",8.2985
"Male","Domestic Long Hair",12.057
"Male","Domestic Medium Hair",8.5509
"Female","Domestic Medium Hair",10.4935
"Female","Domestic Short Hair",8.7359
"Male","Domestic Short Hair",7.4734
"Female","Domestic Long Hair",10.6911
"Female","Domestic Long Hair",9.012
"Female","Domestic Medium Hair",10.0136
"Male","Domestic Short Hair",8.1905
"Female","Domestic Long Hair",8.544
"Female","Domestic Short Hair",8.5645
"Female","Domestic Medium Hair",9.0878
"Male","Domestic Long Hair",11.0148
"Male","Domestic Long Hair",12.1425
"Female","Domestic Short Hair",7.7949
"Male","Domestic Medium Hair",11.715
"Male","Domestic Short Hair",7.7714
"Male","Domestic Long Hair",8.6521
"Female","Domestic Short Hair",9.1282
"Male","Domestic Long Hair",9.8314
"Male","Domestic Long Hair",12.6789
"Female","Domestic Medium Hair",9.109
"Male","Domestic Short Hair",10.3362
"Male","Domestic Long Hair",11.7982
"Female","Domestic Medium Hair",10.42
"Female","Domestic Short Hair",8.5659
"Female","Domestic Short Hair",10.3099
"Male","Domestic Long Hair",10.0064
"Female","Domestic Short Hair",10.6597
"Male","Domestic Long Hair",12.9112
"Female","Domestic Short Hair",9.2066
"Female","Domestic Medium Hair",8.9546
"Male","Domestic Long Hair",10.6188
"Female","Domestic Short Hair",7.4327
"Male","Domestic Short Hair",8.5945
"Male","Domestic Long Hair",9.4751
"Female","Domestic Medium Hair",10.5525
"Female","Domestic Short Hair",8.6152
"Female","Domestic Short Hair",8.8576
"Female","Domestic Medium Hair",11.1155
"Male","Domestic Short Hair",10.5955
"Male","Domestic Long Hair",12.4002
"Male","Domestic Short Hair",10.033
"Male","Domestic Long Hair",11.7181
"Male","Domestic Long Hair",10.3749
"Male","Domestic Long Hair",10.794
"Male","Domestic Short Hair",9.6289
"Male","Domestic Long Hair",10.8591
"Female","Domestic Medium Hair",10.5218
"Female","Domestic Long Hair",10.2353
"Female","Domestic Medium Hair",8.521
"Male","Domestic Long Hair",11.8243
"Female","Domestic Medium Hair",9.7016
"Female","Domestic Long Hair",9.4979
"Female","Domestic Short Hair",9.7315
"Female","Domestic Long Hair",9.793
"Male","Domestic Long Hair",11.6855
"Male","Domestic Medium Hair",10.293
"Male","Domestic Short Hair",8.3082
"Male","Domestic Long Hair",12.2017
"Female","Domestic Long Hair",9.9346
"Female","Domestic Long Hair",9.8412
"Male","Domestic Long Hair",9.7076
"Female","Domestic Medium Hair",9.2036
"Male","Domestic Long Hair",10.9349
"Male","Domestic Short Hair",9.7686
"Female","Domestic Medium Hair",10.918
"Female","Domestic Medium Hair",9.0239
"Female","Domestic Long Hair",9.2384
"Female","Domestic Short Hair",9.3068
"Female","Domestic Medium Hair",9.0562
"Male","Domestic Long Hair",11.8923
"Female","Domestic Medium Hair",8.9905
"Male","Domestic Long Hair",10.8555
"Male","Domestic Long Hair",10.4971
"Male","Domestic Long Hair",9.79
"Female","Domestic Short Hair",10.3027
"Female","Domestic Short Hair",8.8251
"Female","Domestic Short Hair",8.8977
"Male","Domestic Short Hair",9.5354
"Male","Domestic Long Hair",11.6664
"Male","Domestic Long Hair",11.2705
"Male","Domestic Long Hair",11.9727
"Female","Domestic Long Hair",10.379
"Female","Domestic Short Hair",9.298
"Male","Domestic Long Hair",11.1816
"Female","Domestic Medium Hair",9.8912
"Male","Domestic Short Hair",10.3726
"Female","Domestic Long Hair",9.1567
"Male","Domestic Short Hair",8.4081
"Male","Domestic Medium Hair",10.5007
"Male","Domestic Short Hair",9.2457
"Female","Domestic Short Hair",7.949
"Male","Domestic Long Hair",9.8815
"Male","Domestic Short Hair",9.7249
"Female","Domestic Medium Hair",8.652
"Male","Domestic Short Hair",6.6304
"Male","Domestic Long Hair",9.978
"Female","Domestic Long Hair",9.4831
"Male","Domestic Medium Hair",10.0951
"Female","Domestic Short Hair",9.6122
"Male","Domestic Long Hair",10.8361
"Male","Domestic Long Hair",11.8954
"Female","Domestic Medium Hair",10.5239
"Female","Domestic Short Hair",6.4358
"Female","Domestic Short Hair",7.2344
"Male","Domestic Long Hair",11.3551
"Female","Domestic Short Hair",5.6869
"Female","Domestic Long Hair",10.1104
"Male","Domestic Long Hair",8.8005
"Female","Domestic Short Hair",8.1682
"Female","Domestic Medium Hair",10.2048
"Male","Domestic Short Hair",9.4299
"Female","Domestic Short Hair",8.2202
"Male","Domestic Short Hair",8.3798
"Female","Domestic Medium Hair",9.1188
"Male","Domestic Long Hair",11.5935
"Female","Domestic Short Hair",7.5987
"Female","Domestic Long Hair",9.637
"Male","Domestic Short Hair",9.8988
"Male","Domestic Medium Hair",9.1143
"Female","Domestic Long Hair",9.9347
"Female","Domestic Long Hair",11.073
"Female","Domestic Medium Hair",9.3129
"Male","Domestic Long Hair",11.5236
"Female","Domestic Medium Hair",10.8987
"Male","Domestic Medium Hair",11.0783
"Male","Domestic Medium Hair",9.2435
"Female","Domestic Long Hair",10.8209
"Male","Domestic Medium Hair",9.457
"Female","Domestic Long Hair",10.2101
"Male","Domestic Long Hair",9.6261
"Male","Domestic Long Hair",10.2994
"Male","Domestic Long Hair",13.8151
"Male","Domestic Medium Hair",8.9665
"Female","Domestic Short Hair",7.6995
"Male","Domestic Long Hair",10.3972
"Male","Domestic Long Hair",12.1513
"Male","Domestic Short Hair",8.0142
"Female","Domestic Medium Hair",10.2956
"Female","Domestic Short Hair",8.2629
"Male","Domestic Long Hair",10.6528
"Female","Domestic Long Hair",10.1007
"Female","Domestic Medium Hair",9.4079
"Female","Domestic Medium Hair",9.5656
"Male","Domestic Short Hair",8.6832
"Female","Domestic Short Hair",9.4687
"Female","Domestic Short Hair",9.2429
"Male","Domestic Short Hair",9.2305
"Female","Domestic Long Hair",12.1642
"Male","Domestic Long Hair",12.1304
"Male","Domestic Medium Hair",8.0658
"Male","Domestic Short Hair",7.4554
"Male","Domestic Short Hair",8.236
"Female","Domestic Short Hair",7.3914
"Male","Domestic Long Hair",11.7041
"Male","Domestic Medium Hair",9.3597
"Male","Domestic Long Hair",10.7048
"Female","Domestic Medium Hair",7.6446
"Female","Domestic Medium Hair",9.3386
"Female","Domestic Long Hair",10.0479
"Male","Domestic Short Hair",7.6534
"Female","Domestic Long Hair",10.3017
"Male","Domestic Short Hair",9.9865
"Female","Domestic Short Hair",7.4662
"Female","Domestic Medium Hair",9.4918
"Female","Domestic Medium Hair",9.2689
"Female","Domestic Medium Hair",10.8498
"Male","Domestic Long Hair",12.9008
"Female","Domestic Long Hair",10.356
"Male","Domestic Short Hair",10.6855
"Female","Domestic Long Hair",9.8369
"Male","Domestic Long Hair",10.5291
"Male","Domestic Short Hair",7.952
"Female","Domestic Medium Hair",11.4981
